"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID","age"
"2395","AT3G59900","251436_at",0.000156,1.16e-07,22.5,8.448734,2.82,"ARGOS","protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE","GO:0009733; GO:0042127; GO:0046622; GO:0048638; GO:0071369; GO:0005622; GO:0005634; GO:0005737; GO:0005739; GO:0005783; GO:0016020; GO:0003674",NA,15188547,13,"Brassicaceae","ARATH24581","MC"
"2396","AT3G59940","251443_at",0.000769,1.07e-05,-11.4,4.136639,-1.24,"AT3G59940","F-box/kelch-repeat protein SKIP20","GO:0080037; GO:2000762; GO:0005737; GO:0005829; GO:0003674",NA,15188551,5,"Embryophyta","ARATH24585","MC"
"2397","AT3G59980","251442_at",0.020454,0.00264,4.6,-1.793616,0.288,"AT3G59980","Nucleic acid-binding, OB-fold-like protein","GO:0005737; GO:0005829; GO:0009507",NA,15188562,5,"Embryophyta","ARATH24596","MC"
"2398","AT3G60030","251450_at",0.028495,0.00425,-4.2,-2.307505,-0.367,"SPL12","squamosa promoter-binding-like protein 12","GO:0006355; GO:0005634; GO:0003700",NA,15188568,7,"Spermatophyta","ARATH24602","MC"
"2399","AT3G60070","251453_at",0.028006,0.00414,-4.22,-2.28088,-0.194,"AT3G60070","major facilitator protein","GO:0008643; GO:0071702; GO:0005887; GO:0009507; GO:0005215; GO:0015293",NA,15188576,2,"Eukaryota","ARATH24610","UC"
"2400","AT3G60120","251456_at",0.003579,0.000169,7.39,1.196267,0.327,"BGLU27","beta glucosidase 27","GO:0005975; GO:0009651; GO:0019762; GO:0005634; GO:0008422; GO:0102483",NA,15188584,1,"LUCA","ARATH24618","UC"
"2401","AT3G60130","251427_at",0.018142,0.00219,-4.76,-1.588892,-0.362,"BGLU16","beta glucosidase 16","GO:0005975; GO:0009651; GO:0019762; GO:0005576; GO:0008422; GO:0102483",NA,15188585,1,"LUCA","ARATH24619","UC"
"2402","AT3G60180","251426_at",0.022987,0.00313,-4.46,-1.974869,-0.234,"AT3G60180","uridylate kinase-like protein","GO:0006163; GO:0006225; GO:0046705; GO:0005634; GO:0005737; GO:0004127; GO:0033862","00240; 01100",15188596,2,"Eukaryota","ARATH24630","UC"
"2403","AT3G60210","251425_at",0.013023,0.00134,5.21,-1.053095,0.331,"AT3G60210","GroES-like family protein","GO:0051085; GO:0005759; GO:0005829; GO:0009507; GO:0009536; GO:0046872; GO:0051082; GO:0051087",NA,15188599,6,"Tracheophyta","ARATH24633","MC"
"2404","AT3G60245","251409_at",0.001352,2.99e-05,9.74,3.058582,0.712,"AT3G60245","zinc-binding ribosomal protein family protein","GO:0006412; GO:0005737; GO:0005829; GO:0022625","03010",15188604,1,"LUCA","ARATH24638","UC"
"2405","AT3G60260","251406_at",0.007123,0.000537,6.11,-0.057364,0.524,"AT3G60260","ELMO/CED-12 domain-containing protein","GO:0005737; GO:0003674",NA,15188609,3,"Viridiplantae","ARATH24643","UC"
"2406","AT3G60300","251403_at",0.043959,0.00795,-3.71,-2.982562,-0.251,"AT3G60300","RWD domain-containing protein","GO:0005634; GO:0061630",NA,15188614,5,"Embryophyta","ARATH24648","MC"
"2407","AT3G60440","251418_at",0.023858,0.00329,4.42,-2.030167,0.299,"AT3G60440","phosphoglycerate mutase family protein","GO:0009507",NA,15188633,3,"Viridiplantae","ARATH24667","UC"
"2408","AT3G60450","251370_at",0.005319,0.000334,6.61,0.459591,0.388,"AT3G60450","phosphoglycerate mutase family protein","GO:0008150; GO:0005634; GO:0005829",NA,15188635,3,"Viridiplantae","ARATH24669","UC"
"2409","AT3G60490","251420_at",0.008224,0.000679,5.87,-0.312628,0.224,"AT3G60490","ethylene-responsive transcription factor ERF035","GO:0006355; GO:0005634; GO:0003700; GO:0005515",NA,15188641,13,"Brassicaceae","ARATH24675","MC"
"2410","AT3G60630","251376_at",0.019386,0.00244,4.67,-1.708078,0.419,"HAM2","protein LOST MERISTEM 2","GO:0006355; GO:0030154; GO:0048768; GO:0051301; GO:0005634; GO:0003700; GO:0043565",NA,15188664,13,"Brassicaceae","ARATH24698","MC"
"2411","AT3G60660","251378_at",0.006028,0.000407,6.4,0.243075,0.266,"AT3G60660","spindle and kinetochore-associated protein 1-like protein","GO:0000278; GO:0007059; GO:0031110; GO:0051301; GO:0000940; GO:0005876; GO:0072686; GO:0008017",NA,15188667,2,"Eukaryota","ARATH24701","UC"
"2412","AT3G60690","251342_at",0.006261,0.000433,-6.33,0.176505,-0.403,"AT3G60690","SAUR-like auxin-responsive protein","GO:0009733; GO:0005739","04075",15188670,11,"rosids","ARATH24704","MC"
"2413","AT3G60770","251341_at",0.001127,2.09e-05,10.3,3.438355,0.762,"AT3G60770","40S ribosomal protein S13-1","GO:0006412; GO:0005618; GO:0005730; GO:0005829; GO:0022626; GO:0022627; GO:0003735; GO:0070181","03010",15188685,1,"LUCA","ARATH24719","UC"
"2414","AT3G60830","251340_at",0.007788,0.000627,5.95,-0.22617,0.24,"ARP7","actin-related protein 7","GO:0006325; GO:0009653; GO:0009793; GO:0010227; GO:0005634; GO:0005737; GO:0005829; GO:0005884; GO:0005200; GO:0098973",NA,15188693,3,"Viridiplantae","ARATH24727","UC"
"2415","AT3G60840","251388_at",0.046447,0.0086,3.64,-3.067585,0.168,"MAP65-4","microtubule-associated protein 65-4","GO:0000226; GO:0000911; GO:0001578; GO:0005634; GO:0005737; GO:0005773; GO:0005819; GO:0005828; GO:0009524; GO:0009574; GO:0008017",NA,15188694,2,"Eukaryota","ARATH24728","UC"
"2416","AT3G60860","251390_at",0.026238,0.00376,4.3,-2.17646,0.153,"AT3G60860","SEC7-like guanine nucleotide exchange family protein","GO:0032012; GO:0043001; GO:0005769; GO:0005802; GO:0005829; GO:0005086",NA,15188696,2,"Eukaryota","ARATH24730","UC"
"2417","AT3G61060","251356_at",0.000492,2.95e-06,-13.9,5.448306,-1.08,"PP2-A13","phloem protein 2-A13","GO:0009611; GO:0016567; GO:0005634; GO:0005515; GO:0030246",NA,15188728,5,"Embryophyta","ARATH24762","MC"
"2418","AT3G61080","251353_at",0.006438,0.000454,-6.28,0.125775,-0.331,"AT3G61080","protein kinase superfamily protein","GO:0005739; GO:0009507; GO:0016301; GO:0102193",NA,15188730,2,"Eukaryota","ARATH24764","UC"
"2419","AT3G61100","251355_at",0.005087,0.000309,6.7,0.542778,0.249,"AT3G61100","putative endonuclease / glycosyl hydrolase","GO:0010468; GO:0005634; GO:0005777",NA,15188733,13,"Brassicaceae","ARATH24767","MC"
"2420","AT3G61110","251357_at",0.000511,3.68e-06,13.4,5.2295,0.582,"RS27A","40S ribosomal protein S27-2","GO:0000028; GO:0006412; GO:0005618; GO:0005737; GO:0005840; GO:0009506; GO:0022626; GO:0022627; GO:0003723; GO:0003735","03010",15188734,2,"Eukaryota","ARATH24768","UC"
"2421","AT3G61130","251308_at",0.039725,0.00689,3.82,-2.829543,0.239,"GAUT1","alpha-1,4-galacturonosyltransferase 1","GO:0010289; GO:0005634; GO:0005768; GO:0005794; GO:0005797; GO:0005802; GO:0016757; GO:0047262","00500; 00520",15188740,4,"Streptophyta","ARATH24774","MC"
"2422","AT3G61140","251311_at",0.013732,0.00145,5.13,-1.142427,0.419,"FUS6","COP9 signalosome complex subunit 1","GO:0000338; GO:0006972; GO:0009640; GO:0009646; GO:0009651; GO:0009793; GO:0005634; GO:0005829; GO:0008180; GO:0005515",NA,15188741,2,"Eukaryota","ARATH24775","UC"
"2423","AT3G61150","251310_at",0.038594,0.00659,-3.85,-2.780633,-0.212,"HDG1","homeodomain GLABROUS 1","GO:0006355; GO:0048497; GO:0005634; GO:0003700; GO:0008289; GO:0043565",NA,15188742,4,"Streptophyta","ARATH24776","MC"
"2424","AT3G61210","251360_at",0.010267,0.000954,-5.53,-0.684056,-0.608,"AT3G61210","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",NA,NA,15188757,2,"Eukaryota","ARATH24791","UC"
"2425","AT3G61260","251306_at",0.000594,5.55e-06,-12.6,4.812383,-0.584,"AT3G61260","remorin family protein","GO:0009751; GO:0051607; GO:0051665; GO:0005737; GO:0005773; GO:0005829; GO:0005886; GO:0009506; GO:0005515",NA,15188764,10,"Pentapetalae","ARATH24798","MC"
"2426","AT3G61490","251317_at",0.001392,3.1e-05,9.68,3.018954,0.496,"AT3G61490","polygalacturonase-like protein","GO:0005975; GO:0009507; GO:0004650",NA,15188811,1,"LUCA","ARATH24845","UC"
"2427","AT3G61610","251319_at",0.013678,0.00144,5.14,-1.134295,0.284,"AT3G61610","galactose mutarotase-like superfamily protein","GO:0005975; GO:0005634; GO:0047938","00010; 01100; 01110",15188832,1,"LUCA","ARATH24866","UC"
"2428","AT3G61630","251282_at",0.003205,0.000143,-7.6,1.377394,-0.427,"CRF6","ethylene-responsive transcription factor CRF6","GO:0006355; GO:0009793; GO:0048366; GO:0048825; GO:0005634; GO:0005737; GO:0003700; GO:0005515",NA,15188835,12,"malvids","ARATH24869","MC"
"2429","AT3G61640","251281_at",0.027071,0.00394,4.27,-2.224771,0.229,"AGP20","arabinogalactan protein 20","GO:0008150; GO:0005886; GO:0031225",NA,15188836,5,"Embryophyta","ARATH24870","MC"
"2430","AT3G61770","251285_at",0.016406,0.00189,4.9,-1.427749,0.171,"AT3G61770","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","GO:0008150",NA,15188862,13,"Brassicaceae","ARATH24896","MC"
"2431","AT3G61810","251280_at",0.047002,0.00877,3.63,-3.088161,0.202,"AT3G61810","glycosyl hydrolase family 17 protein","GO:0005975; GO:0005576; GO:0046658; GO:0004553",NA,15188866,2,"Eukaryota","ARATH24900","UC"
"2432","AT3G61820","251287_at",0.015383,0.00172,4.98,-1.327392,0.679,"AT3G61820","aspartyl protease","GO:0006508; GO:0030163; GO:0005576; GO:0005829; GO:0009505; GO:0009506; GO:0004190",NA,15188867,5,"Embryophyta","ARATH24901","MC"
"2433","AT3G61880","251301_at",0.015119,0.00168,-5,-1.30254,-0.454,"CYP78A9","cytochrome p450 78a9","GO:0010154; GO:0048316; GO:0016020; GO:0004497; GO:0005506; GO:0005515; GO:0016709; GO:0020037",NA,15188880,8,"Magnoliopsida","ARATH24914","MC"
"2434","AT3G61900","251291_at",0.019457,0.00246,-4.66,-1.713196,-0.244,"AT3G61900","SAUR-like auxin-responsive protein","GO:0009733; GO:0005634; GO:0003674","04075",15188884,8,"Magnoliopsida","ARATH24918","MC"
"2435","AT3G61920","251292_at",0.012995,0.00133,5.21,-1.049274,0.368,"AT3G61920","hypothetical protein","GO:0005634; GO:0003674",NA,15188886,8,"Magnoliopsida","ARATH24920","MC"
"2436","AT3G62010","251296_at",0.017058,0.002,-4.85,-1.48782,-0.438,"AT3G62010","hypothetical protein","GO:0005634; GO:0005829",NA,15188902,2,"Eukaryota","ARATH24936","UC"
"2437","AT3G62020","251297_at",0.007302,0.00056,-6.06,-0.102933,-0.609,"GLP10","germin-like protein 10","GO:0006950; GO:0010497; GO:2000280; GO:0005576; GO:0005618; GO:0009505; GO:0009506; GO:0030145; GO:0045735",NA,15188905,7,"Spermatophyta","ARATH24939","MC"
"2438","AT3G62030","251305_at",0.000336,1.17e-06,16,6.361073,0.773,"ROC4","peptidyl-prolyl cis-trans isomerase CYP20-3","GO:0000413; GO:0006457; GO:0006979; GO:0007165; GO:0009642; GO:0009651; GO:0009737; GO:0010555; GO:0019344; GO:0042742; GO:0005737; GO:0005829; GO:0009507; GO:0009535; GO:0009570; GO:0009579; GO:0009941; GO:0022626; GO:0031977; GO:0048046; GO:0003755; GO:0005515; GO:0016018",NA,15188907,8,"Magnoliopsida","ARATH24941","MC"
"2439","AT3G62100","251246_at",0.034382,0.0056,3.98,-2.605376,0.511,"IAA30","auxin-responsive protein IAA30","GO:0006355; GO:0009630; GO:0009733; GO:0010262; GO:0010583; GO:0048364; GO:0005634; GO:0003700; GO:0005515",NA,15188920,10,"Pentapetalae","ARATH24954","MC"
"2440","AT3G62110","251261_at",0.043148,0.00775,3.72,-2.955246,0.27,"AT3G62110","pectin lyase-like superfamily protein","GO:0005975; GO:0010583; GO:0005576; GO:0005773; GO:0004650",NA,15188922,1,"LUCA","ARATH24956","UC"
"2441","AT3G62120","251264_at",0.004866,0.000288,6.78,0.618848,0.352,"AT3G62120","class II aaRS and biotin synthetases superfamily protein","GO:0006433; GO:0005737; GO:0005829; GO:0009506; GO:0017101; GO:0004827","00970",15188924,1,"LUCA","ARATH24958","UC"
"2442","AT3G62130","251260_at",0.042713,0.00764,3.73,-2.940949,0.202,"AT3G62130","L-cysteine desulfhydrase","GO:0019450; GO:0005739; GO:0005829; GO:0080146",NA,15188925,2,"Eukaryota","ARATH24959","UC"
"2443","AT3G62260","251259_at",0.029505,0.00448,-4.16,-2.364932,-0.366,"AT3G62260","putative protein phosphatase 2C 49","GO:0006470; GO:0005739; GO:0009507; GO:0004722; GO:0004724",NA,15188944,8,"Magnoliopsida","ARATH24978","MC"
"2444","AT3G62300","251256_at",0.007191,0.000546,6.09,-0.07504,0.294,"DUF7","DUF724 family protein","GO:0005634; GO:0005515; GO:0042803",NA,15188950,11,"rosids","ARATH24984","MC"
"2445","AT3G62360","251269_at",0.013239,0.00138,5.18,-1.082531,0.353,"AT3G62360","carbohydrate-binding-like fold-containing protein","GO:0005576; GO:0005774; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0009505",NA,15188961,2,"Eukaryota","ARATH24995","UC"
"2446","AT3G62400","251220_at",0.002455,9.35e-05,8.14,1.838148,0.38,"AT3G62400","cytochrome c oxidase subunit 5C-2","GO:0008150; GO:0005739; GO:0005746; GO:0003674",NA,15188967,4,"Streptophyta","ARATH25001","MC"
"2447","AT3G62410","251218_at",0.004015,0.000209,-7.14,0.968172,-0.632,"CP12-2","calvin cycle protein CP12-2","GO:0009416; GO:0009744; GO:0018316; GO:0019253; GO:0034605; GO:0070417; GO:0071454; GO:0080153; GO:0005829; GO:0009507; GO:0009570; GO:0032991; GO:0005515",NA,15188968,13,"Brassicaceae","ARATH25002","MC"
"2448","AT3G62450","251240_at",0.036046,0.00595,3.93,-2.672194,0.301,"AT3G62450","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15188972,9,"Mesangiospermae","ARATH25006","MC"
"2449","AT3G62550","251221_at",0.000656,6.94e-06,-12.2,4.582596,-1.24,"AT3G62550","drought responsive ATP-binding motif containing protein","GO:0005634; GO:0005773",NA,15188983,10,"Pentapetalae","ARATH25017","MC"
"2450","AT3G62600","251182_at",0.029631,0.0045,4.15,-2.370848,0.476,"ATERDJ3B","DNAJ heat shock protein ATERDJ3B","GO:0002221; GO:0006457; GO:0005737; GO:0005783; GO:0005788; GO:0005829; GO:0005886; GO:0051082","04141",15188988,2,"Eukaryota","ARATH25022","UC"
"2451","AT3G62660","251225_at",0.004175,0.000226,-7.05,0.881751,-0.324,"GATL7","putative galacturonosyltransferase-like 7","GO:0045489; GO:0005794; GO:0009507; GO:0016757; GO:0047262",NA,15188999,2,"Eukaryota","ARATH25033","UC"
"2452","AT3G62700","251227_at",0.029505,0.00448,-4.16,-2.365181,-0.301,"MRP10","ABC transporter C family member 14","GO:0055085; GO:0000325; GO:0005773; GO:0005774; GO:0005794; GO:0005829; GO:0009507; GO:0016020; GO:0008559; GO:0016887; GO:0042626",NA,15189004,2,"Eukaryota","ARATH25038","UC"
"2453","AT3G62720","251192_at",0.027979,0.00414,-4.22,-2.278747,-0.33,"XT1","xyloglucan 6-xylosyltransferase","GO:0000271; GO:0006486; GO:0009969; GO:0010411; GO:0048767; GO:0005768; GO:0005794; GO:0005797; GO:0005802; GO:0005829; GO:0005515; GO:0016757; GO:0016758; GO:0033843; GO:0035252",NA,15189006,5,"Embryophyta","ARATH25040","MC"
"2454","AT3G62730","251188_at",0.000361,1.46e-06,-15.4,6.145383,-1.27,"AT3G62730","hypothetical protein","GO:0008150; GO:0005576; GO:0009507; GO:0003674",NA,15189007,1,"LUCA","ARATH25041","UC"
"2455","AT3G62740","251229_at",0.009919,0.000905,-5.58,-0.626765,-0.463,"BGLU7","beta glucosidase 7","GO:0005975; GO:0005886; GO:0008422; GO:0102483",NA,15189009,1,"LUCA","ARATH25043","UC"
"2456","AT3G62810","251210_at",0.002,6.22e-05,8.68,2.27721,0.401,"AT3G62810","complex 1-LYR domain-containing protein","GO:0005829",NA,15189024,5,"Embryophyta","ARATH25058","MC"
"2457","AT3G62820","251181_at",0.04288,0.00768,-3.73,-2.946702,-0.17,"AT3G62820","plant invertase/pectin methylesterase inhibitor superfamily protein","GO:0043086; GO:0004857",NA,15189025,8,"Magnoliopsida","ARATH25059","MC"
"2458","AT3G62840","251184_at",0.001989,6.17e-05,8.69,2.284563,0.458,"AT3G62840///AT2G47640","small nuclear ribonucleoprotein D2///small nuclear ribonucleoprotein D2","GO:0005634; GO:0005829; GO:0030532; GO:0003674",NA,15189027,2,"Eukaryota","ARATH25061","UC"
"2459","AT3G62860","251235_at",0.002039,6.47e-05,8.63,2.234069,0.59,"AT3G62860","alpha/beta-Hydrolases superfamily protein","GO:0005829; GO:0005886; GO:0016020; GO:0016298",NA,15189030,2,"Eukaryota","ARATH25064","UC"
"2460","AT3G62870","251185_at",0.000656,7.16e-06,12.1,4.550859,0.47,"AT3G62870","60S ribosomal protein L7a-2","GO:0000470; GO:0005737; GO:0005774; GO:0005829; GO:0022625; GO:0022626; GO:0003723","03010",15189032,2,"Eukaryota","ARATH25066","UC"
"2461","AT3G62940","251149_at",0.004667,0.000272,6.84,0.683079,0.416,"AT3G62940","cysteine proteinases family protein","GO:0016579; GO:0005737; GO:0005829; GO:0004843",NA,15189041,2,"Eukaryota","ARATH25075","UC"
"2462","AT3G63000","251153_at",0.031442,0.00493,-4.08,-2.469219,-0.212,"NPL41","NPL4-like protein 1","GO:0006511; GO:0043161; GO:0005634; GO:0005737; GO:0005829; GO:0031625; GO:0043130","04141",15189049,2,"Eukaryota","ARATH25083","UC"
"2463","AT3G63090","251206_at",0.005195,0.000321,6.66,0.502782,0.283,"AT3G63090","ubiquitin carboxyl-terminal hydrolase family protein",NA,NA,15189061,7,"Spermatophyta","ARATH25095","MC"
"2464","AT3G63130","251152_at",0.001286,2.62e-05,9.94,3.196587,0.379,"RANGAP1","RAN GTPase-activating protein 1","GO:0000911; GO:0006606; GO:0005634; GO:0005635; GO:0005829; GO:0005886; GO:0009504; GO:0032153; GO:0005515",NA,15189066,2,"Eukaryota","ARATH25100","UC"
"2465","AT3G63160","251155_at",0.045004,0.00824,-3.68,-3.021741,-0.217,"AT3G63160","hypothetical protein","GO:0008150; GO:0005829; GO:0009507; GO:0009527; GO:0009535; GO:0009579; GO:0009707; GO:0009941; GO:0010319; GO:0031359; GO:0003674",NA,15189069,13,"Brassicaceae","ARATH25103","MC"
"2466","AT3G63190","251172_at",0.01262,0.00127,5.26,-0.996337,0.358,"RRF","ribosome-recycling factor","GO:0002184; GO:0006412; GO:0009658; GO:0009793; GO:0009817; GO:0032544; GO:0042742; GO:0005737; GO:0005829; GO:0009507; GO:0009536; GO:0009570; GO:0009579; GO:0005507; GO:0043023",NA,15189073,2,"Eukaryota","ARATH25107","UC"
"2467","AT3G63210","251169_at",0.008862,0.000753,-5.76,-0.425218,-0.669,"MARD1","hypothetical protein","GO:0009737; GO:0010162; GO:0000932; GO:0005634; GO:0010494; GO:0003674",NA,15189075,13,"Brassicaceae","ARATH25109","MC"
"2468","AT3G63360","251167_at",0.000985,1.62e-05,-10.7,3.701731,-0.718,"AT3G63360","defensin-like protein","GO:0005576",NA,15189106,13,"Brassicaceae","ARATH25140","MC"
"2469","AT3G63410","251118_at",0.011657,0.00114,5.36,-0.881461,0.309,"APG1","MPBQ/MSBQ methyltransferase","GO:0010189; GO:0010236; GO:0005829; GO:0009507; GO:0009536; GO:0009706; GO:0009941; GO:0008757; GO:0051741; GO:0102550","00130; 01100; 01110",15189113,2,"Eukaryota","ARATH25147","UC"
"2470","AT4G00100","255706_at",0.001468,3.53e-05,9.49,2.879902,0.616,"RPS13A","40S ribosomal protein S13-2","GO:0000911; GO:0006412; GO:0009965; GO:0010090; GO:0005730; GO:0005783; GO:0005829; GO:0009507; GO:0022627; GO:0003735; GO:0070181","03010",15189156,1,"LUCA","ARATH25190","UC"
"2471","AT4G00230","255702_at",0.007682,0.000613,-5.97,-0.201577,-0.439,"XSP1","xylem serine proteinase 1","GO:0005576; GO:0005618; GO:0004252",NA,15189174,8,"Magnoliopsida","ARATH25208","MC"
"2472","AT4G00330","255716_at",0.022285,0.003,-4.49,-1.931398,-0.278,"CRCK2","calmodulin-binding receptor-like cytoplasmic kinase 2","GO:0006468; GO:0009555; GO:0005829; GO:0009507",NA,15189194,5,"Embryophyta","ARATH25228","MC"
"2473","AT4G00355","255671_at",0.035511,0.00584,-3.95,-2.652078,-0.335,"AT4G00355","ATG8-interacting protein 2","GO:0005634; GO:0005783; GO:0043231; GO:0005515",NA,15189200,8,"Magnoliopsida","ARATH25234","MC"
"2474","AT4G00360","255690_at",0.028876,0.00434,-4.19,-2.329643,-0.348,"CYP86A2","cytochrome P450 86A2","GO:0006631; GO:0005576; GO:0005506; GO:0005515; GO:0018685; GO:0020037; GO:0070330",NA,15189202,2,"Eukaryota","ARATH25236","UC"
"2475","AT4G00400","255692_at",0.018509,0.00227,-4.73,-1.625764,-0.199,"GPAT8","bifunctional sn-glycerol-3-phosphate 2-O-acyltransferase/phosphatase","GO:0010143; GO:0016024; GO:0005783; GO:0016020; GO:0004366; GO:0016791; GO:0090447; GO:0102420","00561; 00564; 01100",15189207,6,"Tracheophyta","ARATH25241","MC"
"2476","AT4G00430","255674_at",0.026548,0.00382,-4.29,-2.193464,-0.437,"PIP1;4","plasma membrane intrinsic protein 1;4","GO:0006833; GO:0009414; GO:0055085; GO:0005773; GO:0005829; GO:0005886; GO:0009506; GO:0005515; GO:0015250",NA,15189212,2,"Eukaryota","ARATH25246","UC"
"2477","AT4G00570","255683_at",0.001794,5.31e-05,8.9,2.4458,0.318,"NAD-ME2","NAD-dependent malic enzyme 2","GO:0006090; GO:0006108; GO:0005739; GO:0005829; GO:0004470; GO:0004471; GO:0005515; GO:0005524; GO:0008270; GO:0042803; GO:0050897; GO:0051287","00620; 00710; 01100",15189239,1,"LUCA","ARATH25273","UC"
"2478","AT4G00810","255657_at",0.003343,0.000153,7.52,1.308524,0.698,"AT4G00810","60S acidic ribosomal protein P1-2","GO:0002181; GO:0006414; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0022625; GO:0022626; GO:0003735; GO:0030295; GO:0043021",NA,15189274,2,"Eukaryota","ARATH25308","UC"
"2479","AT4G00860","255629_at",0.007051,0.000528,6.12,-0.039105,0.306,"ATOZI1","putative pathogenesis-related protein ATOZI1","GO:0000302; GO:0009617; GO:0010193; GO:0005739; GO:0005777; GO:0005829; GO:0009536; GO:0003674",NA,15189283,4,"Streptophyta","ARATH25317","MC"
"2480","AT4G00880","255645_at",0.003421,0.000159,-7.47,1.265013,-0.527,"AT4G00880","SAUR-like auxin-responsive protein","GO:0009733; GO:0005739; GO:0003674","04075",15189286,7,"Spermatophyta","ARATH25320","MC"
"2481","AT4G01026","255602_at",0.005168,0.000318,-6.67,0.512439,-0.807,"PYL7","abscisic acid receptor PYL7","GO:0009738; GO:0080163; GO:0005634; GO:0005737; GO:0004864; GO:0005515; GO:0010427; GO:0038023","04075",15189323,6,"Tracheophyta","ARATH25357","MC"
"2482","AT4G01070","255622_at",0.035636,0.00587,-3.94,-2.65614,-0.514,"GT72B1","UDP-glycosyltransferase 72B1","GO:0006805; GO:0009636; GO:0009809; GO:0042178; GO:0009507; GO:0043231; GO:0008194; GO:0016757; GO:0035251; GO:0050505",NA,15189334,8,"Magnoliopsida","ARATH25368","MC"
"2483","AT4G01090","255605_at",0.041078,0.00723,-3.78,-2.881351,-0.21,"AT4G01090","hypothetical protein","GO:0005634; GO:0005515",NA,15189336,13,"Brassicaceae","ARATH25370","MC"
"2484","AT4G01320","255569_at",0.038512,0.00656,3.85,-2.776687,0.271,"ATSTE24","CAAX prenyl protease 1 homolog","GO:0006508; GO:0071586; GO:0080120; GO:0005773; GO:0005783; GO:0005829; GO:0009507; GO:0030176; GO:0004175; GO:0004222",NA,15189370,1,"LUCA","ARATH25404","UC"
"2485","AT4G01430","255575_at",0.025914,0.0037,-4.32,-2.158104,-0.238,"AT4G01430","nodulin MtN21-like transporter family protein","GO:0048316; GO:0005886; GO:0015186",NA,15189387,9,"Mesangiospermae","ARATH25421","MC"
"2486","AT4G01450","255578_at",0.00458,0.000264,-6.88,0.715709,-0.488,"AT4G01450","nodulin MtN21-like transporter family protein","GO:0005886; GO:0022857",NA,15189395,9,"Mesangiospermae","ARATH25429","MC"
"2487","AT4G01560","255586_at",0.002308,8.25e-05,8.3,1.973342,0.561,"MEE49","protein MATERNAL EFFECT EMBRYO ARREST 49","GO:0000460; GO:0000470; GO:0006364; GO:0009793; GO:0005634; GO:0005730; GO:0005829; GO:0030687",NA,15189419,2,"Eukaryota","ARATH25453","UC"
"2488","AT4G01630","255591_at",0.001724,4.75e-05,9.06,2.564009,0.5,"EXPA17","expansin A17","GO:0009826; GO:0009828; GO:0010311; GO:0005576",NA,15189431,7,"Spermatophyta","ARATH25465","MC"
"2489","AT4G01650","255593_at",0.000769,1.08e-05,11.4,4.130007,0.808,"AT4G01650","polyketide cyclase / dehydrase and lipid transport protein","GO:0008150; GO:0005634; GO:0009507; GO:0003674",NA,15189434,2,"Eukaryota","ARATH25468","UC"
"2490","AT4G01730","255597_at",0.046198,0.00853,3.65,-3.058772,0.191,"AT4G01730","DHHC-type zinc finger protein","GO:0006612; GO:0018230; GO:0005783; GO:0005794; GO:0019706",NA,15189448,7,"Spermatophyta","ARATH25482","MC"
"2491","AT4G01870","255543_at",0.001457,3.49e-05,9.5,2.892098,0.865,"AT4G01870","tolB-related protein","GO:0006508; GO:0005634; GO:0005829; GO:0009507; GO:0003674",NA,15189469,6,"Tracheophyta","ARATH25503","MC"
"2492","AT4G01880","255544_at",0.020642,0.00268,4.59,-1.807958,0.2,"AT4G01880","methyltransferase","GO:0030488; GO:0005634; GO:0009507; GO:0008175",NA,15189470,2,"Eukaryota","ARATH25504","UC"
"2493","AT4G02060","255513_at",0.001656,4.47e-05,9.14,2.629153,0.607,"PRL","protein PROLIFERA","GO:0000727; GO:0006260; GO:0006267; GO:0006268; GO:0006270; GO:0006271; GO:0008283; GO:0009555; GO:0009790; GO:0010182; GO:0000347; GO:0000790; GO:0005634; GO:0005737; GO:0042555; GO:0003688; GO:0003697; GO:0005515; GO:1990518","03030",15189510,2,"Eukaryota","ARATH25544","UC"
"2494","AT4G02075","255511_at",0.001005,1.73e-05,-10.6,3.637407,-0.465,"PIT1","protein pitchoun 1","GO:0016567; GO:0005737; GO:0005794; GO:0005886; GO:0016020; GO:0004842; GO:0008270",NA,15189515,9,"Mesangiospermae","ARATH25549","MC"
"2495","AT4G02150","255507_at",0.00743,0.000579,6.03,-0.139282,0.511,"MOS6","Importin alpha 3","GO:0006607; GO:0006952; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0042025; GO:0005515; GO:0008139; GO:0061608",NA,15189528,2,"Eukaryota","ARATH25562","UC"
"2496","AT4G02260","255522_at",0.038161,0.00646,-3.87,-2.76044,-0.315,"RSH1","RelA-SpoT like protein RSH1","GO:0009611; GO:0010150; GO:0015979; GO:0005886; GO:0009507; GO:0008893",NA,15189544,5,"Embryophyta","ARATH25578","MC"
