ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
267584_at,0.398231,1.84E-01,-1.48,-6.180394,-7.23E-02,AT2G41930,putative protein serine/threonine kinase
261231_at,0.398287,1.84E-01,-1.48,-6.180606,-8.93E-02,AT1G20110,RING/FYVE/PHD zinc finger-containing protein
261077_at,0.398326,1.85E-01,1.48,-6.180782,1.05E-01,HAI2,protein phosphatase 2C 3
266782_at,0.398351,1.85E-01,1.48,-6.180924,6.98E-02,GLR2.7,glutamate receptor 2.7
256393_at,0.398375,1.85E-01,-1.48,-6.181119,-7.15E-02,AT3G06280,F-box associated ubiquitination effector family protein
265592_at,0.398375,1.85E-01,1.48,-6.181148,7.35E-02,AT2G20110,Tesmin/TSO1-like CXC domain-containing protein
248794_at,0.398562,1.85E-01,1.48,-6.181658,1.74E-01,ERF2,ethylene-responsive transcription factor 2
265932_at,0.398763,1.85E-01,1.47,-6.182199,5.80E-02,LBD8,LOB domain-containing protein 8
262857_at,0.398858,1.85E-01,-1.47,-6.1825,-6.85E-02,AT1G14930,polyketide cyclase/dehydrase and lipid transport superfamily protein
259610_at,0.398967,1.85E-01,-1.47,-6.182831,-9.60E-02,AT1G52320,hypothetical protein
263301_x_at,0.399068,1.85E-01,1.47,-6.183146,7.79E-02,AT2G15200,pseudo
247304_at,0.399095,1.85E-01,-1.47,-6.183363,-8.27E-02,AAP4,amino acid permease 4
247840_at,0.399095,1.85E-01,1.47,-6.183378,6.79E-02,AT5G58020,hypothetical protein
261936_at,0.399151,1.85E-01,-1.47,-6.18359,-6.93E-02,AT1G22600,Late embryogenesis abundant protein (LEA) family protein
259141_at,0.399241,1.85E-01,1.47,-6.183878,1.25E-01,AT3G10220,tubulin-binding cofactor B
260061_at,0.399466,1.85E-01,1.47,-6.18448,6.41E-02,CDKD1;1,cyclin-dependent kinase D-1
253339_at,0.399466,1.85E-01,1.47,-6.184559,7.62E-02,PAA1,putative copper-transporting ATPase PAA1
260516_at,0.399536,1.85E-01,1.47,-6.184803,6.20E-02,TRO,protein TRAUCO
257333_at,0.399584,1.85E-01,-1.47,-6.184996,-1.57E-01,cox1,cytochrome c oxidase subunit 1
247402_at,0.399958,1.86E-01,1.47,-6.185964,8.03E-02,AT5G62750,hypothetical protein
258135_at,0.399958,1.86E-01,1.47,-6.186056,4.78E-02,AT3G24506,hypothetical protein
248556_at,0.399958,1.86E-01,1.47,-6.186104,6.10E-02,AT5G50350,hypothetical protein
265418_at,0.399958,1.86E-01,-1.47,-6.186182,-1.13E-01,AT2G20880,ethylene-responsive transcription factor ERF053
254797_at,0.400109,1.86E-01,-1.47,-6.186608,-6.15E-02,AT4G13030,P-loop containing nucleoside triphosphate hydrolases superfamily protein
249221_at,0.400181,1.86E-01,-1.47,-6.186855,-7.59E-02,AT5G42440,protein kinase family protein
248504_at,0.400241,1.86E-01,-1.47,-6.187076,-5.86E-02,NF-YC6,nuclear transcription factor Y subunit C-6
252985_at,0.400278,1.86E-01,-1.47,-6.187245,-6.34E-02,AT4G38350,Patched family protein
254910_at,0.400304,1.86E-01,1.47,-6.187397,8.93E-02,AT4G11175,putative translation initiation factor IF-1
256658_at,0.400304,1.86E-01,-1.47,-6.187475,-1.13E-01,CPuORF20///AT3G12010,hypothetical protein///hypothetical protein
266298_at,0.400322,1.86E-01,1.47,-6.1876,6.21E-02,AT2G29590,thioesterase-like protein
251733_at,0.400355,1.86E-01,-1.47,-6.187761,-1.78E-01,CCH,copper chaperone
259860_at,0.400477,1.86E-01,1.47,-6.188299,1.10E-01,AT1G80640,probable receptor-like protein kinase
248439_at,0.400477,1.86E-01,-1.47,-6.188306,-7.06E-02,AT5G51250,F-box/kelch-repeat protein
246042_at,0.400477,1.86E-01,1.47,-6.188324,1.08E-01,AT5G19440,alcohol dehydrogenase-like protein
245644_at,0.400477,1.86E-01,1.47,-6.188376,5.78E-02,AT1G25320,leucine-rich repeat-containing protein kinase
266866_at,0.400541,1.86E-01,-1.47,-6.188652,-5.79E-02,PDR3,ABC transporter G family member 31
262851_at,0.400541,1.86E-01,-1.47,-6.188763,-7.90E-02,AT1G20920,DEAD Box RNA Helicase RCF1
252406_at,0.400541,1.86E-01,-1.47,-6.188774,-6.97E-02,AT3G47670,plant invertase/pectin methylesterase inhibitor domain-containing protein
257715_at,0.400617,1.86E-01,-1.47,-6.189032,-5.44E-02,ZIP1,zinc transporter 1
246891_at,0.400635,1.86E-01,-1.47,-6.189157,-9.32E-02,AT5G25490,Ran BP2/NZF zinc finger-like superfamily protein
256412_at,0.400928,1.86E-01,1.47,-6.189902,8.95E-02,ELO1,elongator complex protein 4
247429_at,0.400931,1.86E-01,1.47,-6.189992,6.73E-02,AT5G62620,"putative beta-1,3-galactosyltransferase"
246284_at,0.401275,1.87E-01,-1.47,-6.191035,-1.26E-01,BEH2,BES1/BZR1-like protein 2
247146_at,0.401275,1.87E-01,-1.47,-6.191039,-5.99E-02,AT5G65610,hypothetical protein
263861_at,0.401275,1.87E-01,-1.47,-6.191092,-6.31E-02,AT2G04560,probable lipid-A-disaccharide synthase
267346_at,0.401275,1.87E-01,-1.47,-6.191106,-8.14E-02,COI1,coronatine-insensitive protein 1
258717_at,0.401349,1.87E-01,1.47,-6.191357,6.00E-02,SYP71,syntaxin-71
259197_at,0.401366,1.87E-01,1.47,-6.191481,8.80E-02,AT3G03670,peroxidase
253983_at,0.401393,1.87E-01,-1.47,-6.191695,-1.26E-01,WRKY20,putative WRKY transcription factor 20
259664_at,0.401393,1.87E-01,1.47,-6.191712,2.73E-01,AGP21,arabinogalactan protein 21
256652_at,0.401475,1.87E-01,-1.47,-6.191982,-8.11E-02,LPAT5,lysophosphatidyl acyltransferase 5
265463_at,0.401526,1.87E-01,-1.47,-6.192181,-1.46E-01,IRX9,"probable beta-1,4-xylosyltransferase IRX9"
264472_at,0.401605,1.87E-01,-1.47,-6.192498,-1.17E-01,SWEETIE,protein SWEETIE
265700_at,0.401605,1.87E-01,1.47,-6.192527,1.29E-01,AT2G03470,ELM2 domain-containing protein
263318_at,0.401668,1.87E-01,1.47,-6.192756,3.35E-01,GDU4,glutamine dumper 4
251115_at,0.401714,1.87E-01,-1.47,-6.192942,-1.14E-01,ESP4,Symplekin/Pta1-like protein
249520_at,0.401736,1.87E-01,-1.47,-6.193078,-5.47E-02,AT5G38670,F-box/kelch-repeat protein
266219_at,0.401751,1.87E-01,-1.47,-6.193196,-6.49E-02,emb1997,aminodeoxychorismate synthase
258097_at,0.401937,1.87E-01,1.47,-6.193698,1.21E-01,AT3G23660,Sec23/Sec24 protein transport family protein
247272_at,0.402,1.87E-01,1.47,-6.193923,1.56E-01,GCH,GTP cyclohydrolase-2
264200_at,0.402001,1.87E-01,-1.47,-6.194011,-7.32E-02,AT1G22650,putative neutral invertase
252568_at,0.40205,1.87E-01,1.47,-6.194205,6.77E-02,AT3G45410,concanavalin A-like lectin kinase-like protein
265331_at,0.402152,1.87E-01,-1.47,-6.19452,-6.66E-02,AT2G18420,gibberellin-regulated GASA/GAST/Snakin family protein
257016_at,0.402173,1.87E-01,-1.46,-6.19473,-1.19E-01,AT3G28690,putative protein kinase
245249_at,0.402173,1.87E-01,-1.46,-6.194758,-9.99E-02,ACX1,peroxisomal acyl-coenzyme A oxidase 1
259964_at,0.402173,1.87E-01,1.46,-6.19482,5.56E-02,GSTU28,glutathione S-transferase TAU 28
245417_at,0.402247,1.87E-01,-1.46,-6.195071,-6.44E-02,AT4G17360,putative formyltetrahydrofolate deformylase
254557_at,0.402288,1.88E-01,1.46,-6.1953,5.50E-02,AT4G19140,hypothetical protein
244923_s_at,0.402288,1.88E-01,1.46,-6.195333,9.48E-02,ArthMp089,hypothetical protein
257265_at,0.402398,1.88E-01,-1.46,-6.195663,-7.68E-02,AT3G14980,histone H3 acetyltransferase IDM1
253681_at,0.402463,1.88E-01,-1.46,-6.195896,-6.00E-02,AT4G29630,cytidine/deoxycytidylate deaminase family protein
258598_at,0.402523,1.88E-01,-1.46,-6.196113,-6.19E-02,AT3G04410,no apical meristem-domain containing transcriptional regulator
266779_at,0.402593,1.88E-01,1.46,-6.196388,7.27E-02,GLR2.9,glutamate receptor 2.9
262867_at,0.402593,1.88E-01,1.46,-6.196441,5.66E-02,AT1G64960,protein HYPERSENSITIVE TO EXCESS BORON 1
253235_at,0.402608,1.88E-01,-1.46,-6.196559,-1.05E-01,HDR,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
261707_at,0.402619,1.88E-01,1.46,-6.196668,5.84E-02,AT1G32650,hypothetical protein
264219_at,0.402638,1.88E-01,-1.46,-6.196795,-1.53E-01,AT1G60420,protein reduce transmission through pollen
258797_at,0.402799,1.88E-01,1.46,-6.19732,1.81E-01,IAA16,auxin-responsive protein IAA16
252132_at,0.402799,1.88E-01,-1.46,-6.197324,-7.05E-02,AT3G50790,esterase/lipase/thioesterase family protein
249592_at,0.402912,1.88E-01,1.46,-6.197663,7.20E-02,AT5G37890,E3 ubiquitin-protein ligase SINA-like 7
256895_at,0.402971,1.88E-01,-1.46,-6.197878,-5.07E-02,AT3G24680,pseudo
267102_at,0.403052,1.88E-01,1.46,-6.198144,9.26E-02,LIS,splicing factor PRP4-like protein LACHESIS
264076_at,0.403332,1.88E-01,-1.46,-6.198855,-9.94E-02,AT2G28540,RNA recognition motif-containing protein
256884_at,0.403487,1.88E-01,1.46,-6.199285,6.90E-02,AT3G15200,pentatricopeptide repeat-containing protein
253556_at,0.403497,1.88E-01,1.46,-6.199392,5.15E-02,AT4G31100,wall-associated receptor kinase-like 17
253741_at,0.403562,1.88E-01,-1.46,-6.199622,-5.46E-02,AT4G28890,E3 ubiquitin-protein ligase ATL42
257949_at,0.403605,1.88E-01,-1.46,-6.199802,-1.02E-01,UGT71B1,UDP-glucosyl transferase 71B1
259481_at,0.403739,1.89E-01,-1.46,-6.200185,-6.46E-02,GLP4,germin-like protein 4
246469_at,0.403816,1.89E-01,1.46,-6.200442,9.62E-02,AT5G17070,hypothetical protein
250837_at,0.403843,1.89E-01,1.46,-6.2006,8.75E-02,BIOF,7-keto-8-aminopelargonic acid (KAPA) synthase
262807_at,0.403843,1.89E-01,-1.46,-6.200671,-6.76E-02,AT1G11740,ankyrin repeat family protein
247650_at,0.403857,1.89E-01,-1.46,-6.200934,-1.16E-01,AT5G59960,hypothetical protein
257074_at,0.403857,1.89E-01,1.46,-6.200947,8.09E-02,AT3G19660,hypothetical protein
252596_at,0.403857,1.89E-01,-1.46,-6.200955,-6.03E-02,AT3G45330,concanavalin A-like lectin kinase-like protein
263500_s_at,0.403862,1.89E-01,-1.46,-6.201121,-7.10E-02,ArthMp092,hypothetical protein
246256_at,0.403862,1.89E-01,-1.46,-6.201135,-6.34E-02,AT4G36770,UDP-glycosyltransferase 72C1
248882_at,0.403865,1.89E-01,-1.46,-6.201311,-6.70E-02,CUL4,cullin4
256016_at,0.403865,1.89E-01,1.46,-6.201378,1.10E-01,AT1G19240,hypothetical protein
251393_at,0.403865,1.89E-01,1.46,-6.201396,8.83E-02,ATG8G,autophagy-related protein 8g
265336_at,0.403926,1.89E-01,1.46,-6.201639,6.27E-02,APC10,anaphase-promoting complex subunit 10
252809_at,0.403926,1.89E-01,1.46,-6.201701,5.96E-02,AT3G42430,pseudo
248465_at,0.404086,1.89E-01,1.46,-6.202142,1.59E-01,AT5G51200,hypothetical protein
263201_at,0.40422,1.89E-01,1.46,-6.202608,4.98E-02,APS2,ADP-glucose pyrophosphorylase small subunit 2
266042_s_at,0.40422,1.89E-01,1.46,-6.202608,1.92E-01,AT2G07734///rps4,alpha-L RNA-binding motif/ribosomal protein S4 family protein///ribosomal protein S4
266235_at,0.404315,1.89E-01,-1.46,-6.202904,-8.58E-02,PP2-B10,F-box protein PP2-B10
260928_at,0.40448,1.89E-01,-1.46,-6.203356,-5.14E-02,GATL5,galacturonosyltransferase 5
267184_at,0.404584,1.89E-01,1.46,-6.203672,6.63E-02,ASHH3,histone-lysine N-methyltransferase ASHH3
257890_s_at,0.404626,1.89E-01,-1.46,-6.20385,-4.99E-02,AT3G42570///AT3G17070,peroxidase family protein///peroxidase 29
256006_at,0.404682,1.89E-01,-1.46,-6.204061,-6.82E-02,AT1G34070,hypothetical protein
252125_at,0.404682,1.89E-01,-1.46,-6.204143,-5.61E-02,RTH,RTE1-like protein
255526_at,0.404777,1.89E-01,1.46,-6.204475,5.36E-02,SEC15B,exocyst complex component sec15B
258826_at,0.404777,1.89E-01,-1.46,-6.204523,-8.23E-02,GSL10,callose synthase 9
253696_at,0.404979,1.90E-01,-1.46,-6.205056,-5.38E-02,CKX4,cytokinin dehydrogenase 4
255483_at,0.405221,1.90E-01,1.46,-6.205678,6.92E-02,XT2,UDP-xylosyltransferase 2
259236_at,0.405356,1.90E-01,-1.46,-6.206174,-6.74E-02,AT3G11530,vacuolar protein sorting 55 family protein
247270_at,0.405356,1.90E-01,-1.46,-6.206183,-7.94E-02,AT5G64220,calmodulin-binding transcription activator 2
247319_at,0.405356,1.90E-01,1.46,-6.206366,1.15E-01,ERS,glutamyl-tRNA synthetase
252794_at,0.405356,1.90E-01,1.46,-6.206396,6.27E-02,AT3G42260,pseudo
266594_at,0.405356,1.90E-01,1.46,-6.20641,5.01E-02,AT2G46190,glycoprotein family protein
264196_at,0.405356,1.90E-01,-1.46,-6.206483,-5.74E-02,AT1G22670,Protease-associated (PA) RING/U-box zinc finger family protein
253929_s_at,0.405384,1.90E-01,1.46,-6.206629,5.53E-02,AT4G26730///AT2G16030,S-adenosyl-L-methionine-dependent methyltransferase-like protein///S-adenosyl-L-methionine-dependent methyltransferase-like protein
258570_at,0.405385,1.90E-01,1.46,-6.206716,8.90E-02,PPCK2,phosphoenolpyruvate carboxylase kinase 2
256414_at,0.405464,1.90E-01,1.46,-6.207022,2.23E-01,AL2,alfin-like 2 protein
250373_at,0.405464,1.90E-01,-1.46,-6.20706,-5.78E-02,AT5G11470,protein ANTI-SILENCING 1
245292_at,0.405579,1.90E-01,-1.45,-6.207411,-1.07E-01,AT4G15093,extradiol ring-cleavage dioxygenase
256257_at,0.405579,1.90E-01,-1.45,-6.207511,-7.02E-02,ATE2,arginine-tRNA protein transferase 2
246497_at,0.405579,1.90E-01,-1.45,-6.207568,-9.65E-02,AT5G16220,protein PAL OF QUIRKY
259280_at,0.40565,1.90E-01,-1.45,-6.207808,-1.35E-01,PTB1,polypyrimidine tract-binding protein 1
249624_at,0.405674,1.90E-01,1.45,-6.207946,7.01E-02,AT5G37570,pentatricopeptide repeat (PPR-like) superfamily protein
247400_at,0.405738,1.90E-01,-1.45,-6.208172,-6.61E-02,AT5G62840,phosphoglycerate mutase family protein
245427_at,0.405762,1.90E-01,1.45,-6.208395,5.57E-02,AT4G17550,glycerol-3-phosphate permease 4
265712_s_at,0.405762,1.90E-01,-1.45,-6.208471,-1.30E-01,AT3G11810///AT2G03330,hypothetical protein///hypothetical protein
246864_at,0.405762,1.90E-01,-1.45,-6.208476,-5.96E-02,GA3,Ent-kaurene oxidase 1
257205_at,0.405857,1.90E-01,-1.45,-6.208771,-1.60E-01,UGT88A1,UDP-glucosyl transferase 88A1
251394_at,0.406303,1.91E-01,1.45,-6.209918,7.21E-02,FLA10,fasciclin-like arabinogalactan protein 10
259762_at,0.406303,1.91E-01,-1.45,-6.20997,-8.04E-02,AT1G77600,ARM repeat superfamily protein
254927_at,0.406303,1.91E-01,-1.45,-6.210012,-7.56E-02,AT4G11400,"ARID/BRIGHT DNA-binding , ELM2 domain and myb-like DNA-binding domain-containing protein"
249764_at,0.406398,1.91E-01,1.45,-6.210306,1.22E-01,MIND,putative septum site-determining protein minD homolog
248122_at,0.406617,1.91E-01,1.45,-6.210873,7.62E-02,AT5G54700,ankyrin repeat-containing protein
248661_at,0.406678,1.91E-01,-1.45,-6.211094,-5.24E-02,AGL80,agamous-like MADS-box protein AGL80
262800_at,0.406808,1.91E-01,1.45,-6.211508,1.12E-01,emb1507,putative U5 small nuclear ribonucleoprotein helicase
266372_at,0.406808,1.91E-01,1.45,-6.211561,1.05E-01,RR3,response regulator 3
267308_at,0.406808,1.91E-01,1.45,-6.211632,1.62E-01,AT2G30200,[acyl-carrier-protein] S-malonyltransferase
261844_at,0.406863,1.91E-01,1.45,-6.21192,1.48E-01,AT1G15940,aspartyl beta-hydroxylase N-terminal region domain-containing protein
267595_at,0.406863,1.91E-01,-1.45,-6.21202,-1.51E-01,GH9B8,glycosyl hydrolase 9B8
245505_at,0.406863,1.91E-01,1.45,-6.21207,6.45E-02,AT4G15690,monothiol glutaredoxin-S5
263439_at,0.406863,1.91E-01,-1.45,-6.212151,-6.60E-02,EXO70H8,exocyst subunit exo70 family protein H8
262016_at,0.406863,1.91E-01,-1.45,-6.212173,-5.60E-02,AT1G35513,pseudo
247420_at,0.407006,1.91E-01,1.45,-6.212572,5.63E-02,AT5G63100,S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein
250896_at,0.407126,1.91E-01,-1.45,-6.212962,-6.20E-02,AT5G03560,pentatricopeptide repeat-containing protein
263437_at,0.407126,1.91E-01,1.45,-6.213005,5.42E-02,AT2G28670,protein ENHANCED SUBERIN 1
259502_at,0.407141,1.91E-01,-1.45,-6.213122,-1.68E-01,AT1G15670,F-box protein KMD
255223_at,0.407277,1.91E-01,1.45,-6.213505,6.71E-02,AT4G05370,BCS1 AAA-type ATPase
259198_at,0.407488,1.91E-01,-1.45,-6.214056,-1.05E-01,AT3G03610,ELMO/CED-12 family protein
248948_at,0.407539,1.92E-01,1.45,-6.214252,7.43E-02,AT5G45560,ENHANCED DISEASE RESISTANCE 2-like protein
252303_at,0.407547,1.92E-01,1.45,-6.214416,6.37E-02,AT3G49210,O-acyltransferase (WSD1-like) family protein
254660_at,0.407547,1.92E-01,1.45,-6.214494,6.90E-02,AT4G18250,putative receptor serine/threonine kinase
258670_at,0.407547,1.92E-01,1.45,-6.214521,5.29E-02,AT3G08810,F-box/kelch-repeat protein
252726_at,0.407563,1.92E-01,-1.45,-6.21464,-6.95E-02,AT3G43060,pseudo
258194_at,0.407785,1.92E-01,-1.45,-6.215212,-5.84E-02,AT3G29170,hypothetical protein
263115_at,0.407879,1.92E-01,-1.45,-6.215511,-5.57E-02,AT1G03055,inhibition of secondary bud outgrowth protein D27-like protein
258029_at,0.407879,1.92E-01,-1.45,-6.215588,-7.11E-02,ATPK7,serine/threonine-protein kinase AtPK7
245837_at,0.407997,1.92E-01,1.45,-6.215954,6.02E-02,AT1G58450,tetratricopeptide repeat 6
260736_at,0.407997,1.92E-01,1.45,-6.216014,6.92E-02,AT1G17630,pentatricopeptide repeat-containing protein
247744_at,0.408148,1.92E-01,-1.45,-6.216478,-9.80E-02,AT5G59020,hypothetical protein
263819_x_at,0.408148,1.92E-01,-1.45,-6.216514,-6.37E-02,AT2G10140,pseudo
266068_at,0.408226,1.92E-01,1.45,-6.216811,5.27E-02,GGPS4,geranylgeranyl pyrophosphate synthase 4
247980_at,0.408226,1.92E-01,-1.45,-6.216852,-6.67E-02,GNC,GATA transcription factor 21
262312_at,0.408296,1.92E-01,-1.45,-6.21709,-2.15E-01,MLP28,MLP-like protein 28
254367_at,0.408374,1.92E-01,1.45,-6.217345,6.77E-02,AT4G21700,hypothetical protein
251534_at,0.408483,1.92E-01,1.45,-6.217668,1.68E-01,AT3G58510,DEAD-box ATP-dependent RNA helicase 11
244937_at,0.4087,1.92E-01,1.45,-6.218312,8.29E-02,ndhH,NADH dehydrogenase 49 kDa subunit
245236_at,0.4087,1.92E-01,1.45,-6.218377,7.43E-02,MSH3,DNA mismatch repair protein MSH3
247973_at,0.4087,1.92E-01,1.45,-6.218395,6.62E-02,AT5G56770,hypothetical protein
264903_at,0.408725,1.92E-01,-1.45,-6.218534,-9.02E-02,AT1G23190,phosphoglucomutase 3
266198_at,0.408758,1.92E-01,-1.45,-6.218692,-6.22E-02,AT2G38890,hypothetical protein
267002_s_at,0.408861,1.93E-01,-1.45,-6.219,-9.57E-02,LHB1B1///LHB1B2,light-harvesting chlorophyll protein complex II subunit B1///photosystem II light harvesting complex protein B1B2
254009_at,0.409024,1.93E-01,-1.45,-6.219524,-6.84E-02,AT4G26390,probable pyruvate kinase
267200_at,0.409024,1.93E-01,1.45,-6.219525,6.15E-02,AT2G31010,putative serine/threonine kinase
262294_at,0.409096,1.93E-01,1.44,-6.219961,5.50E-02,AT1G27610,hypothetical protein
247488_at,0.409096,1.93E-01,1.44,-6.219999,2.04E-01,AT5G61820,hypothetical protein
249211_at,0.409096,1.93E-01,-1.44,-6.220007,-6.79E-02,AT5G42680,hypothetical protein
258107_at,0.409096,1.93E-01,-1.44,-6.220026,-6.08E-02,ALF5,MATE efflux family protein ALF5
254178_at,0.409096,1.93E-01,-1.44,-6.220101,-8.67E-02,AT4G23880,hypothetical protein
259254_at,0.409193,1.93E-01,1.44,-6.220398,8.08E-02,ADT2,arogenate dehydratase 2
266638_at,0.409208,1.93E-01,-1.44,-6.22059,-8.00E-02,AT2G35490,putative plastid-lipid-associated protein 3
255005_at,0.409208,1.93E-01,-1.44,-6.220695,-9.29E-02,AT4G09990,hypothetical protein
266906_at,0.409208,1.93E-01,1.44,-6.22072,1.21E-01,AT2G34585,hypothetical protein
252494_at,0.409208,1.93E-01,-1.44,-6.220843,-7.11E-02,AT3G46760,protein kinase family protein
246664_at,0.409208,1.93E-01,-1.44,-6.220905,-6.22E-02,AT5G34800,pseudo
254092_at,0.409208,1.93E-01,1.44,-6.221001,6.09E-02,AT4G25090,riboflavin synthase-like superfamily protein
262360_at,0.409208,1.93E-01,-1.44,-6.221105,-7.74E-02,PEPR1,leucine-rich repeat receptor-like protein kinase PEPR1
254354_at,0.409208,1.93E-01,1.44,-6.221209,5.52E-02,AT4G22370,hypothetical protein
257383_at,0.409208,1.93E-01,1.44,-6.221231,5.39E-02,AT2G19630,F-box protein
263144_at,0.409208,1.93E-01,-1.44,-6.221264,-5.79E-02,AT1G54070,Dormancy/auxin associated family protein
255533_at,0.409411,1.93E-01,1.44,-6.221794,5.95E-02,AT4G02180,DC1 domain-containing protein
245471_at,0.409547,1.93E-01,-1.44,-6.222174,-5.74E-02,AT4G16030,ribosomal protein L19e family protein
261502_at,0.409557,1.93E-01,-1.44,-6.22228,-6.76E-02,HB31,homeobox protein 31
252808_at,0.409589,1.93E-01,-1.44,-6.222433,-5.71E-02,AT3G42420,pseudo
248330_at,0.409723,1.93E-01,1.44,-6.222868,8.43E-02,AT5G52810,NAD(P)-binding Rossmann-fold superfamily protein
254266_at,0.409723,1.93E-01,1.44,-6.222897,5.42E-02,CRK5,cysteine-rich receptor-like protein kinase 5
264096_at,0.409723,1.93E-01,-1.44,-6.222976,-1.06E-01,AT1G78995,hypothetical protein
250789_at,0.409801,1.93E-01,-1.44,-6.223231,-6.08E-02,AT5G05630,polyamine uptake transporter 3
261458_at,0.40985,1.93E-01,-1.44,-6.22342,-1.33E-01,AT1G21080,DNAJ heat shock N-terminal domain-containing protein
250794_at,0.409876,1.94E-01,-1.44,-6.223609,-1.37E-01,AT5G05270,Chalcone-flavanone isomerase family protein
252624_at,0.409876,1.94E-01,1.44,-6.223672,1.21E-01,PSK3,Phytosulfokine 3 precursor
264698_at,0.409876,1.94E-01,1.44,-6.223739,6.47E-02,AT1G70200,RNA recognition motif-containing protein
254003_at,0.409876,1.94E-01,1.44,-6.223811,6.48E-02,AT4G26290,hypothetical protein
262361_at,0.409924,1.94E-01,1.44,-6.223998,1.01E-01,GTE3,transcription factor GTE3
264848_at,0.410549,1.94E-01,-1.44,-6.225448,-1.21E-01,AT2G17350,hypothetical protein
261342_at,0.410678,1.94E-01,-1.44,-6.225814,-5.96E-02,AT1G52950,"nucleic acid-binding, OB-fold-like protein"
262255_at,0.410781,1.94E-01,-1.44,-6.226121,-9.09E-02,AT1G53790,F-box protein
245724_at,0.411045,1.94E-01,-1.44,-6.226855,-5.70E-02,AT1G73390,Endosomal targeting BRO1-like domain-containing protein
267630_at,0.411045,1.94E-01,1.44,-6.226862,9.08E-02,AT2G42130,putative plastid-lipid-associated protein
246837_at,0.411096,1.94E-01,1.44,-6.227057,1.37E-01,AT5G26670,pectinacetylesterase family protein
250397_at,0.411553,1.94E-01,1.44,-6.228135,9.72E-02,AT5G10980///AT4G40040///AT4G40030,histone H3.3///histone H3///Histone H3.3
261777_at,0.411829,1.95E-01,-1.44,-6.228836,-5.18E-02,AT1G76210,hypothetical protein
267199_at,0.411829,1.95E-01,-1.44,-6.228903,-1.42E-01,AT2G30990,hypothetical protein
245574_at,0.411926,1.95E-01,1.44,-6.229197,5.10E-02,IQD19,protein IQ-domain 19
246116_at,0.411961,1.95E-01,-1.44,-6.229356,-6.06E-02,AT5G20310,Adenine nucleotide alpha hydrolases-like superfamily protein
267555_at,0.411973,1.95E-01,1.44,-6.229465,5.14E-02,SUMO5,small ubiquitin-related modifier 5
247078_at,0.412012,1.95E-01,1.44,-6.229633,5.42E-02,AT5G66000,hypothetical protein
262597_at,0.412068,1.95E-01,1.44,-6.229839,1.64E-01,AT1G15470,transducin/WD40 repeat-like superfamily protein
245833_at,0.412092,1.95E-01,-1.44,-6.229977,-6.20E-02,AT1G42220,pseudo
267106_s_at,0.412092,1.95E-01,-1.44,-6.230056,-8.94E-02,VSR3///VSR4,vacuolar-sorting receptor 3///vacuolar-sorting receptor 4
252915_at,0.412108,1.95E-01,-1.44,-6.230252,-2.06E-01,AT4G38810,SnRK2-interacting calcium sensor SCS
265499_at,0.412108,1.95E-01,1.44,-6.230256,8.32E-02,UGT73B5,UDP-glucosyl transferase 73B5
256015_at,0.412133,1.95E-01,-1.44,-6.230395,-8.82E-02,LHCA6,PSI type II chlorophyll a/b-binding protein (Lhca2*1)
251796_at,0.41214,1.95E-01,-1.44,-6.230492,-1.32E-01,CER10,very-long-chain enoyl-CoA reductase
265707_at,0.412303,1.95E-01,-1.44,-6.230931,-9.33E-02,AT2G03390,uvrB/uvrC motif-containing protein
262909_at,0.412307,1.95E-01,1.44,-6.231083,6.96E-02,PP2A-1,serine/threonine-protein phosphatase PP2A-1 catalytic subunit
249126_at,0.412307,1.95E-01,-1.44,-6.231104,-5.99E-02,TOPP6,type one serine/threonine protein phosphatase 6
265534_at,0.412482,1.95E-01,1.44,-6.231648,7.93E-02,AT2G11390,pseudo
262920_at,0.412482,1.95E-01,1.44,-6.23165,8.18E-02,AtkdsA1,2-dehydro-3-deoxyphosphooctonate aldolase 1
266664_at,0.412485,1.95E-01,1.44,-6.231741,5.84E-02,AT2G29800,putative F-box/kelch-repeat protein
258358_at,0.412554,1.95E-01,1.44,-6.232018,7.05E-02,AT3G14380,hypothetical protein
246632_at,0.412554,1.95E-01,1.44,-6.232054,9.88E-02,AT1G29710,pentatricopeptide repeat-containing protein
257731_at,0.412722,1.95E-01,1.43,-6.232504,7.08E-02,AT3G18430,"EF-hand, calcium binding motif-containing protein"
245021_at,0.412813,1.96E-01,1.43,-6.232861,1.18E-01,psbJ,photosystem II reaction center subunit X
247905_at,0.412813,1.96E-01,-1.43,-6.232865,-5.86E-02,AT5G57400,hypothetical protein
263401_at,0.412819,1.96E-01,1.43,-6.232962,4.63E-02,AT2G04070,MATE efflux family protein
245635_at,0.412912,1.96E-01,-1.43,-6.233247,-5.15E-02,IDD16,shoot gravitropism5-like protein
246456_at,0.412921,1.96E-01,1.43,-6.233348,5.07E-02,TERT,telomerase reverse transcriptase
260040_at,0.413016,1.96E-01,1.43,-6.233638,7.36E-02,IDA,protein IDA
248059_at,0.413056,1.96E-01,1.43,-6.233806,5.35E-02,TRN1,protein TORNADO 1
263741_at,0.413172,1.96E-01,-1.43,-6.234141,-9.33E-02,AT2G20620,hypothetical protein
